"metadata_id","biotaxon_code","biotaxon_description","compartment_code","compartment_description","unit_code","unit_description","quantity_code","quantity_description","condition_code","condition_description","organ_code","organ_description","parameter_code","parameter_description","reported_description","process_type","typing_code","value_processing_method_code","domain_location_present","explicit_marine_phytoplankton_signal","count_or_biovolume_signal"
478,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Sn","tin","(massa)Concentratie tin in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
479,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Sr","strontium","(massa)Concentratie strontium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
480,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","sulfmtoazl","sulfamethoxazol","Gemiddelde (massa)Concentratie sulfamethoxazol in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
481,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","sulfmtoazl","sulfamethoxazol","(massa)Concentratie sulfamethoxazol in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
482,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","T4C4yNH4","tetrabutylammonium","Gemiddelde (massa)Concentratie tetrabutylammonium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
483,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Ta","tantalium","(massa)Concentratie tantalium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
484,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Tb","terbium","(massa)Concentratie terbium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
485,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Te","tellurium","(massa)Concentratie tellurium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
486,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Th","thorium","(massa)Concentratie thorium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
487,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Ti","titaan","(massa)Concentratie titaan in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
488,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Tl","thallium","(massa)Concentratie thallium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
489,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Tm","thulium","(massa)Concentratie thulium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
490,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","U","uranium","(massa)Concentratie uranium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
491,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","V","vanadium","(massa)Concentratie vanadium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
492,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","W","wolfraam","(massa)Concentratie wolfraam in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
493,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Y","yttrium","(massa)Concentratie yttrium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
494,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Yb","ytterbium","(massa)Concentratie ytterbium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
495,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Zn","zink","(massa)Concentratie zink in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
496,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","nf","opgeloste fractie (bijv. na filtratie)","NVT","NVT","Zr","zirkonium","(massa)Concentratie zirkonium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
497,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","1112T4ClC2a","1,1,1,2-tetrachloorethaan","Gemiddelde (massa)Concentratie 1,1,1,2-tetrachloorethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
498,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","111TClC2a","1,1,1-trichloorethaan","Gemiddelde (massa)Concentratie 1,1,1-trichloorethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
499,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","111TClC2a","1,1,1-trichloorethaan","(massa)Concentratie 1,1,1-trichloorethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
500,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","111TClTol","1,1,1-trichloortolueen","(massa)Concentratie 1,1,1-trichloortolueen in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
501,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","1122T4ClC2a","1,1,2,2-tetrachloorethaan","Gemiddelde (massa)Concentratie 1,1,2,2-tetrachloorethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
502,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","1122T4ClC2a","1,1,2,2-tetrachloorethaan","(massa)Concentratie 1,1,2,2-tetrachloorethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
503,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","112TClC2a","1,1,2-trichloorethaan","Gemiddelde (massa)Concentratie 1,1,2-trichloorethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
504,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","112TClC2a","1,1,2-trichloorethaan","(massa)Concentratie 1,1,2-trichloorethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
505,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","11ClPF3OUdS","11-chlooreicosafluor-3-oxaundecaan-1-sulfonzuur","(massa)Concentratie 11-chlooreicosafluor-3-oxaundecaan-1-sulfonzuur in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
506,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","11DClC2a","1,1-dichloorethaan","Gemiddelde (massa)Concentratie 1,1-dichloorethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
507,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","11DClC2a","1,1-dichloorethaan","(massa)Concentratie 1,1-dichloorethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
508,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","11DClC2e","1,1-dichlooretheen","(massa)Concentratie 1,1-dichlooretheen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
509,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123benztazl","1,2,3-benzotriazool","Gemiddelde (massa)Concentratie 1,2,3-benzotriazool in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
510,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123benztazl","1,2,3-benzotriazool","(massa)Concentratie 1,2,3-benzotriazool in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
511,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123TC1yBen","1,2,3-trimethylbenzeen","(massa)Concentratie 1,2,3-trimethylbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
512,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123TClBen","1,2,3-trichloorbenzeen","Gemiddelde (massa)Concentratie 1,2,3-trichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
513,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123TClBen","1,2,3-trichloorbenzeen","(massa)Concentratie 1,2,3-trichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
514,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123TClC3a","1,2,3-trichloorpropaan","Gemiddelde (massa)Concentratie 1,2,3-trichloorpropaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
515,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","123TClC3a","1,2,3-trichloorpropaan","(massa)Concentratie 1,2,3-trichloorpropaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
516,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","1245T4ClBen","1,2,4,5-tetrachloorbenzeen","(massa)Concentratie 1,2,4,5-tetrachloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
517,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","124Tazl","1,2,4-triazool","(massa)Concentratie 1,2,4-triazool in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
518,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","124TC1yBen","1,2,4-trimethylbenzeen","Gemiddelde (massa)Concentratie 1,2,4-trimethylbenzeen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
519,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","124TC1yBen","1,2,4-trimethylbenzeen","(massa)Concentratie 1,2,4-trimethylbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
520,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","124TClBen","1,2,4-trichloorbenzeen","Gemiddelde (massa)Concentratie 1,2,4-trichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
521,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","124TClBen","1,2,4-trichloorbenzeen","(massa)Concentratie 1,2,4-trichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
522,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DBrC2a","1,2-dibroomethaan","Gemiddelde (massa)Concentratie 1,2-dibroomethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
523,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DBrC2a","1,2-dibroomethaan","(massa)Concentratie 1,2-dibroomethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
524,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DC1oxC2a","1,2-dimethoxyethaan","(massa)Concentratie 1,2-dimethoxyethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
525,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClBen","1,2-dichloorbenzeen","Gemiddelde (massa)Concentratie 1,2-dichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
526,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClBen","1,2-dichloorbenzeen","(massa)Concentratie 1,2-dichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
527,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClC2a","1,2-dichloorethaan","Gemiddelde (massa)Concentratie 1,2-dichloorethaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
528,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClC2a","1,2-dichloorethaan","(massa)Concentratie 1,2-dichloorethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
529,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClC2e","1,2-dichlooretheen","(massa)Concentratie 1,2-dichlooretheen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
530,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClC3a","1,2-dichloorpropaan","Gemiddelde (massa)Concentratie 1,2-dichloorpropaan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
531,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12DClC3a","1,2-dichloorpropaan","(massa)Concentratie 1,2-dichloorpropaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
532,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12xyln","1,2-xyleen","Gemiddelde (massa)Concentratie 1,2-xyleen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
533,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","12xyln","1,2-xyleen","(massa)Concentratie 1,2-xyleen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
534,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","134DClFyurum","1-(3,4-dichloorfenyl)ureum","(massa)Concentratie 1-(3,4-dichloorfenyl)ureum in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
535,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","135Tazn246TA","1,3,5-Triazine-2,4,6-triamine (Melamine)","(massa)Concentratie 1,3,5-Triazine-2,4,6-triamine (Melamine) in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
536,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","135TC1yBen","1,3,5-trimethylbenzeen","Gemiddelde (massa)Concentratie 1,3,5-trimethylbenzeen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
537,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","135TC1yBen","1,3,5-trimethylbenzeen","(massa)Concentratie 1,3,5-trimethylbenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
538,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","135TClBen","1,3,5-trichloorbenzeen","Gemiddelde (massa)Concentratie 1,3,5-trichloorbenzeen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
